gid,number,side
2011804,Fourth,Home (left)
2011804,Fifth,Home (left)
2011804,Sixth,Home (left)
2011804,Seventh,Home (left)
2011804,Eighth,Home (left)
2011804,Ninth,Home (left)
2011804,Tenth,Home (left)
2011804,Eleventh,Home (left)
2011804,First,Away (right)
2011804,Second,Away (right)
2011804,Third,Away (right)
2011804,Fourth,Away (right)
2011804,Fifth,Away (right)
2011804,Sixth,Away (right)
2011804,Seventh,Away (right)
2011804,Eighth,Away (right)
2011804,Ninth,Away (right)
2011804,Tenth,Away (right)
2011804,Eleventh,Away (right)
2011805,First,Home (left)
2011805,Second,Home (left)
2011805,Third,Home (left)
2011805,Fourth,Home (left)
2011805,Fifth,Home (left)
2011805,Sixth,Home (left)
2011805,Seventh,Home (left)
2011805,Eighth,Home (left)
2011805,Ninth,Home (left)
2011805,Tenth,Home (left)
2011805,Eleventh,Home (left)
2011805,First,Away (right)
2011805,Second,Away (right)
2011805,Third,Away (right)
2011805,Fourth,Away (right)
2011805,Fifth,Away (right)
2011805,Sixth,Away (right)
2011805,Seventh,Away (right)
2011805,Eighth,Away (right)
2011805,Ninth,Away (right)
2011805,Tenth,Away (right)
2011805,Eleventh,Away (right)
2011806,First,Home (left)
2011806,Second,Home (left)
2011806,Third,Home (left)
2011806,Fourth,Home (left)
2011806,Fifth,Home (left)
2011806,Sixth,Home (left)
2011806,Seventh,Home (left)
2011806,Eighth,Home (left)
2011806,Ninth,Home (left)
2011806,Tenth,Home (left)
2011806,Eleventh,Home (left)
2011806,First,Away (right)
2011806,Second,Away (right)
2011806,Third,Away (right)
2011806,Fourth,Away (right)
2011806,Fifth,Away (right)
2011806,Sixth,Away (right)
2011806,Seventh,Away (right)
2011806,Eighth,Away (right)
2011806,Ninth,Away (right)
2011806,Tenth,Away (right)
2011806,Eleventh,Away (right)
2011807,First,Home (left)
2011807,Second,Home (left)
2011807,Third,Home (left)
2011807,Fourth,Home (left)
2011807,Fifth,Home (left)
2011807,Sixth,Home (left)
2011807,Seventh,Home (left)
2011807,Eighth,Home (left)
2011807,Ninth,Home (left)
2011807,Tenth,Home (left)
2011807,Eleventh,Home (left)
2011807,First,Away (right)
2011807,Second,Away (right)
2011807,Third,Away (right)
2011807,Fourth,Away (right)
2011807,Fifth,Away (right)
2011807,Sixth,Away (right)
2011807,Seventh,Away (right)
2011807,Eighth,Away (right)
2011807,Ninth,Away (right)
2011807,Tenth,Away (right)
2011807,Eleventh,Away (right)
2011808,First,Home (left)
2011808,Second,Home (left)
2011808,Third,Home (left)
2011808,Fourth,Home (left)
2011808,Fifth,Home (left)
2011808,Sixth,Home (left)
2011808,Seventh,Home (left)
2011808,Eighth,Home (left)
2011808,Ninth,Home (left)
2011808,Tenth,Home (left)
2011808,Eleventh,Home (left)
2011808,First,Away (right)
2011808,Second,Away (right)
2011808,Third,Away (right)
2011808,Fourth,Away (right)
2011808,Fifth,Away (right)
2011808,Sixth,Away (right)
2011808,Seventh,Away (right)
2011808,Eighth,Away (right)
2011808,Ninth,Away (right)
2011808,Tenth,Away (right)
2011808,Eleventh,Away (right)
2011809,First,Home (left)
2011809,Second,Home (left)
2011809,Third,Home (left)
2011809,Fourth,Home (left)
2011809,Fifth,Home (left)
2011809,Sixth,Home (left)
2011809,Seventh,Home (left)
2011809,Eighth,Home (left)
2011809,Ninth,Home (left)
2011809,Tenth,Home (left)
2011809,Eleventh,Home (left)
2011809,First,Away (right)
2011809,Second,Away (right)
2011809,Third,Away (right)
2011809,Fourth,Away (right)
2011809,Fifth,Away (right)
2011809,Sixth,Away (right)
2011809,Seventh,Away (right)
2011809,Eighth,Away (right)
2011809,Ninth,Away (right)
2011809,Tenth,Away (right)
2011809,Eleventh,Away (right)
2011810,First,Home (left)
2011810,Second,Home (left)
2011810,Third,Home (left)
2011810,Fourth,Home (left)
2011810,Fifth,Home (left)
2011810,Sixth,Home (left)
2011810,Seventh,Home (left)
2011810,Eighth,Home (left)
2011810,Ninth,Home (left)
2011810,Tenth,Home (left)
2011810,Eleventh,Home (left)
2011810,First,Away (right)
2011810,Second,Away (right)
2011810,Third,Away (right)
2011810,Fourth,Away (right)
2011810,Fifth,Away (right)
2011810,Sixth,Away (right)
2011810,Seventh,Away (right)
2011810,Eighth,Away (right)
2011810,Ninth,Away (right)
2011810,Tenth,Away (right)
2011810,Eleventh,Away (right)
2011811,First,Home (left)
2011811,Second,Home (left)
2011811,Third,Home (left)
2011811,Fourth,Home (left)
2011811,Fifth,Home (left)
2011811,Sixth,Home (left)
2011811,Seventh,Home (left)
2011811,Eighth,Home (left)
2011811,Ninth,Home (left)
2011811,Tenth,Home (left)
2011811,Eleventh,Home (left)
2011811,First,Away (right)
2011811,Second,Away (right)
2011811,Third,Away (right)
2011811,Fourth,Away (right)
2011811,Fifth,Away (right)
2011811,Sixth,Away (right)
2011811,Seventh,Away (right)
2011811,Eighth,Away (right)
2011811,Ninth,Away (right)
2011811,Tenth,Away (right)
2011811,Eleventh,Away (right)
2011812,First,Home (left)
2011812,Second,Home (left)
2011812,Third,Home (left)
2011812,Fourth,Home (left)
2011812,Fifth,Home (left)
2011812,Sixth,Home (left)
2011812,Seventh,Home (left)
2011812,Eighth,Home (left)
2011812,Ninth,Home (left)
2011812,Tenth,Home (left)
2011812,Eleventh,Home (left)
2011812,First,Away (right)
2011812,Second,Away (right)
2011812,Third,Away (right)
2011812,Fourth,Away (right)
2011812,Fifth,Away (right)
2011812,Sixth,Away (right)
2011812,Seventh,Away (right)
2011812,Eighth,Away (right)
2011812,Ninth,Away (right)
2011812,Tenth,Away (right)
2011812,Eleventh,Away (right)
2011813,First,Home (left)
2011813,Second,Home (left)
2011813,Third,Home (left)
2011813,Fourth,Home (left)
2011813,Fifth,Home (left)
2011813,Sixth,Home (left)
2011813,Seventh,Home (left)
2011813,Eighth,Home (left)
2011813,Ninth,Home (left)
2011813,Tenth,Home (left)
2011813,Eleventh,Home (left)
2011813,First,Away (right)
2011813,Second,Away (right)
2011813,Third,Away (right)
2011813,Fourth,Away (right)
2011813,Fifth,Away (right)
2011813,Sixth,Away (right)
2011813,Seventh,Away (right)
2011813,Eighth,Away (right)
2011813,Ninth,Away (right)
2011813,Tenth,Away (right)
2011813,Eleventh,Away (right)
2011814,First,Home (left)
2011814,Second,Home (left)
2011814,Third,Home (left)
2011814,Fourth,Home (left)
2011814,Fifth,Home (left)
2011814,Sixth,Home (left)
2011814,Seventh,Home (left)
2011814,Eighth,Home (left)
2011814,Ninth,Home (left)
2011814,Tenth,Home (left)
2011814,Eleventh,Home (left)
2011814,First,Away (right)
2011814,Second,Away (right)
2011814,Third,Away (right)
2011814,Fourth,Away (right)
2011814,Fifth,Away (right)
2011814,Sixth,Away (right)
2011814,Seventh,Away (right)
2011814,Eighth,Away (right)
2011814,Ninth,Away (right)
2011814,Tenth,Away (right)
2011814,Eleventh,Away (right)
2011815,First,Home (left)
2011815,Second,Home (left)
2011815,Third,Home (left)
2011815,Fourth,Home (left)
2011815,Fifth,Home (left)
2011815,Sixth,Home (left)
2011815,Seventh,Home (left)
2011815,Eighth,Home (left)
2011815,Ninth,Home (left)
2011815,Tenth,Home (left)
2011815,Eleventh,Home (left)
2011815,First,Away (right)
2011815,Second,Away (right)
2011815,Third,Away (right)
2011815,Fourth,Away (right)
2011815,Fifth,Away (right)
2011815,Sixth,Away (right)
2011815,Seventh,Away (right)
2011815,Eighth,Away (right)
2011815,Ninth,Away (right)
2011815,Tenth,Away (right)
2011815,Eleventh,Away (right)
2011816,First,Home (left)
2011816,Second,Home (left)
2011816,Third,Home (left)
2011816,Fourth,Home (left)
2011816,Fifth,Home (left)
2011816,Sixth,Home (left)
2011816,Seventh,Home (left)
2011816,Eighth,Home (left)
2011816,Ninth,Home (left)
2011816,Tenth,Home (left)
2011816,Eleventh,Home (left)
2011816,First,Away (right)
2011816,Second,Away (right)
2011816,Third,Away (right)
2011816,Fourth,Away (right)
2011816,Fifth,Away (right)
2011816,Sixth,Away (right)
2011816,Seventh,Away (right)
2011816,Eighth,Away (right)
2011816,Ninth,Away (right)
2011816,Tenth,Away (right)
2011816,Eleventh,Away (right)
2011817,First,Home (left)
2011817,Second,Home (left)
2011817,Third,Home (left)
2011817,Fourth,Home (left)
2011817,Fifth,Home (left)
2011817,Sixth,Home (left)
2011817,Seventh,Home (left)
2011817,Eighth,Home (left)
2011817,Ninth,Home (left)
2011817,Tenth,Home (left)
2011817,Eleventh,Home (left)
2011817,First,Away (right)
2011817,Second,Away (right)
2011817,Third,Away (right)
2011817,Fourth,Away (right)
2011817,Fifth,Away (right)
2011817,Sixth,Away (right)
2011817,Seventh,Away (right)
2011817,Eighth,Away (right)
2011817,Ninth,Away (right)
2011817,Tenth,Away (right)
2011817,Eleventh,Away (right)
2011818,First,Home (left)
2011818,Second,Home (left)
2011818,Third,Home (left)
2011818,Fourth,Home (left)
2011818,Fifth,Home (left)
2011818,Sixth,Home (left)
2011818,Seventh,Home (left)
2011818,Eighth,Home (left)
2011818,Ninth,Home (left)
2011818,Tenth,Home (left)
2011818,Eleventh,Home (left)
2011818,First,Away (right)
2011818,Second,Away (right)
2011818,Third,Away (right)
2011818,Fourth,Away (right)
2011818,Fifth,Away (right)
2011818,Sixth,Away (right)
2011818,Seventh,Away (right)
2011818,Eighth,Away (right)
2011818,Ninth,Away (right)
2011818,Tenth,Away (right)
2011818,Eleventh,Away (right)
2011819,First,Home (left)
2011819,Second,Home (left)
2011819,Third,Home (left)
2011819,Fourth,Home (left)
2011819,Fifth,Home (left)
2011819,Sixth,Home (left)
2011819,Seventh,Home (left)
2011819,Eighth,Home (left)
2011819,Ninth,Home (left)
2011819,Tenth,Home (left)
2011819,Eleventh,Home (left)
2011819,First,Away (right)
2011819,Second,Away (right)
2011819,Third,Away (right)
2011819,Fourth,Away (right)
2011819,Fifth,Away (right)
2011819,Sixth,Away (right)
2011819,Seventh,Away (right)
2011819,Eighth,Away (right)
2011819,Ninth,Away (right)
2011819,Tenth,Away (right)
2011819,Eleventh,Away (right)
2011820,First,Home (left)
2011820,Second,Home (left)
2011820,Third,Home (left)
2011820,Fourth,Home (left)
2011820,Fifth,Home (left)
2011820,Sixth,Home (left)
2011820,Seventh,Home (left)
2011820,Eighth,Home (left)
2011820,Ninth,Home (left)
2011820,Tenth,Home (left)
2011820,Eleventh,Home (left)
2011820,First,Away (right)
2011820,Second,Away (right)
2011820,Third,Away (right)
2011820,Fourth,Away (right)
2011820,Fifth,Away (right)
2011820,Sixth,Away (right)
2011820,Seventh,Away (right)
2011820,Eighth,Away (right)
2011820,Ninth,Away (right)
2011820,Tenth,Away (right)
2011820,Eleventh,Away (right)
2011821,First,Home (left)
2011821,Second,Home (left)
2011821,Third,Home (left)
2011821,Fourth,Home (left)
2011821,Fifth,Home (left)
2011821,Sixth,Home (left)
2011821,Seventh,Home (left)
2011821,Eighth,Home (left)
2011821,Ninth,Home (left)
2011821,Tenth,Home (left)
2011821,Eleventh,Home (left)
2011821,First,Away (right)
2011821,Second,Away (right)
2011821,Third,Away (right)
2011821,Fourth,Away (right)
2011821,Fifth,Away (right)
2011821,Sixth,Away (right)
2011821,Seventh,Away (right)
2011821,Eighth,Away (right)
2011821,Ninth,Away (right)
2011821,Tenth,Away (right)
2011821,Eleventh,Away (right)
2011822,First,Home (left)
2011822,Second,Home (left)
2011822,Third,Home (left)
2011822,Fourth,Home (left)
2011822,Fifth,Home (left)
2011822,Sixth,Home (left)
2011822,Seventh,Home (left)
2011822,Eighth,Home (left)
2011822,Ninth,Home (left)
2011822,Tenth,Home (left)
2011822,Eleventh,Home (left)
2011822,First,Away (right)
2011822,Second,Away (right)
2011822,Third,Away (right)
2011822,Fourth,Away (right)
2011822,Fifth,Away (right)
2011822,Sixth,Away (right)
2011822,Seventh,Away (right)
2011822,Eighth,Away (right)
2011822,Ninth,Away (right)
2011822,Tenth,Away (right)
2011822,Eleventh,Away (right)
2011824,First,Home (left)
2011824,Second,Home (left)
2011824,Third,Home (left)
2011824,Fourth,Home (left)
2011824,Fifth,Home (left)
2011824,Sixth,Home (left)
2011824,Seventh,Home (left)
2011824,Eighth,Home (left)
2011824,Ninth,Home (left)
2011824,Tenth,Home (left)
2011824,Eleventh,Home (left)
2011824,First,Away (right)
2011824,Second,Away (right)
2011824,Third,Away (right)
2011824,Fourth,Away (right)
2011824,Fifth,Away (right)
2011824,Sixth,Away (right)
2011824,Seventh,Away (right)
2011824,Eighth,Away (right)
2011824,Ninth,Away (right)
2011824,Tenth,Away (right)
2011824,Eleventh,Away (right)
2011825,First,Home (left)
2011825,Second,Home (left)
2011825,Third,Home (left)
2011825,Fourth,Home (left)
2011825,Fifth,Home (left)
2011825,Sixth,Home (left)
2011825,Seventh,Home (left)
2011825,Eighth,Home (left)
2011825,Ninth,Home (left)
2011825,Tenth,Home (left)
2011825,Eleventh,Home (left)
2011825,First,Away (right)
2011825,Second,Away (right)
2011825,Third,Away (right)
2011825,Fourth,Away (right)
2011825,Fifth,Away (right)
2011825,Sixth,Away (right)
2011825,Seventh,Away (right)
2011825,Eighth,Away (right)
2011825,Ninth,Away (right)
2011825,Tenth,Away (right)
2011825,Eleventh,Away (right)
2011826,First,Home (left)
2011826,Second,Home (left)
2011826,Third,Home (left)
2011826,Fourth,Home (left)
2011826,Fifth,Home (left)
2011826,Sixth,Home (left)
2011826,Seventh,Home (left)
2011826,Eighth,Home (left)
2011826,Ninth,Home (left)
2011826,Tenth,Home (left)
2011826,Eleventh,Home (left)
2011826,First,Away (right)
2011826,Second,Away (right)
2011826,Third,Away (right)
2011826,Fourth,Away (right)
2011826,Fifth,Away (right)
2011826,Sixth,Away (right)
2011826,Seventh,Away (right)
2011826,Eighth,Away (right)
2011826,Ninth,Away (right)
2011826,Tenth,Away (right)
2011826,Eleventh,Away (right)
2011827,First,Home (left)
2011827,Second,Home (left)
2011827,Third,Home (left)
2011827,Fourth,Home (left)
2011827,Fifth,Home (left)
2011827,Sixth,Home (left)
2011827,Seventh,Home (left)
2011827,Eighth,Home (left)
2011827,Ninth,Home (left)
2011827,Tenth,Home (left)
2011827,Eleventh,Home (left)
2011827,First,Away (right)
2011827,Second,Away (right)
2011827,Third,Away (right)
2011827,Fourth,Away (right)
2011827,Fifth,Away (right)
2011827,Sixth,Away (right)
2011827,Seventh,Away (right)
2011827,Eighth,Away (right)
2011827,Ninth,Away (right)
2011827,Tenth,Away (right)
2011827,Eleventh,Away (right)
2011828,First,Home (left)
2011828,Second,Home (left)
2011828,Third,Home (left)
2011828,Fourth,Home (left)
2011828,Fifth,Home (left)
2011828,Sixth,Home (left)
2011828,Seventh,Home (left)
2011828,Eighth,Home (left)
2011828,Ninth,Home (left)
2011828,Tenth,Home (left)
2011828,Eleventh,Home (left)
2011828,First,Away (right)
2011828,Second,Away (right)
2011828,Third,Away (right)
2011828,Fourth,Away (right)
2011828,Fifth,Away (right)
2011828,Sixth,Away (right)
2011828,Seventh,Away (right)
2011828,Eighth,Away (right)
2011828,Ninth,Away (right)
2011828,Tenth,Away (right)
2011828,Eleventh,Away (right)
2011829,First,Home (left)
2011829,Second,Home (left)
2011829,Third,Home (left)
2011829,Fourth,Home (left)
2011829,Fifth,Home (left)
2011829,Sixth,Home (left)
2011829,Seventh,Home (left)
2011829,Eighth,Home (left)
2011829,Ninth,Home (left)
2011829,Tenth,Home (left)
2011829,Eleventh,Home (left)
2011829,First,Away (right)
2011829,Second,Away (right)
2011829,Third,Away (right)
2011829,Fourth,Away (right)
2011829,Fifth,Away (right)
2011829,Sixth,Away (right)
2011829,Seventh,Away (right)
2011829,Eighth,Away (right)
2011829,Ninth,Away (right)
2011829,Tenth,Away (right)
2011829,Eleventh,Away (right)
2011830,First,Home (left)
2011830,Second,Home (left)
2011830,Third,Home (left)
2011830,Fourth,Home (left)
2011830,Fifth,Home (left)
2011830,Sixth,Home (left)
2011830,Seventh,Home (left)
2011830,Eighth,Home (left)
2011830,Ninth,Home (left)
2011830,Tenth,Home (left)
2011830,Eleventh,Home (left)
2011830,First,Away (right)
2011830,Second,Away (right)
2011830,Third,Away (right)
2011830,Fourth,Away (right)
2011830,Fifth,Away (right)
2011830,Sixth,Away (right)
2011830,Seventh,Away (right)
2011830,Eighth,Away (right)
2011830,Ninth,Away (right)
2011830,Tenth,Away (right)
2011830,Eleventh,Away (right)
2011831,First,Home (left)
2011831,Second,Home (left)
2011831,Third,Home (left)
2011831,Fourth,Home (left)
2011831,Fifth,Home (left)
2011831,Sixth,Home (left)
2011831,Seventh,Home (left)
2011831,Eighth,Home (left)
2011831,Ninth,Home (left)
2011831,Tenth,Home (left)
2011831,Eleventh,Home (left)
2011831,First,Away (right)
2011831,Second,Away (right)
2011831,Third,Away (right)
2011831,Fourth,Away (right)
2011831,Fifth,Away (right)
2011831,Sixth,Away (right)
2011831,Seventh,Away (right)
2011831,Eighth,Away (right)
2011831,Ninth,Away (right)
2011831,Tenth,Away (right)
2011831,Eleventh,Away (right)
2011832,First,Home (left)
2011832,Second,Home (left)
2011832,Third,Home (left)
2011832,Fourth,Home (left)
2011832,Fifth,Home (left)
2011832,Sixth,Home (left)
2011832,Seventh,Home (left)
2011832,Eighth,Home (left)
2011832,Ninth,Home (left)
2011832,Tenth,Home (left)
2011832,Eleventh,Home (left)
2011832,First,Away (right)
2011832,Second,Away (right)
2011832,Third,Away (right)
2011832,Fourth,Away (right)
2011832,Fifth,Away (right)
2011832,Sixth,Away (right)
2011832,Seventh,Away (right)
2011832,Eighth,Away (right)
2011832,Ninth,Away (right)
2011832,Tenth,Away (right)
2011832,Eleventh,Away (right)
2011833,First,Home (left)
2011833,Second,Home (left)
2011833,Third,Home (left)
2011833,Fourth,Home (left)
2011833,Fifth,Home (left)
2011833,Sixth,Home (left)
2011833,Seventh,Home (left)
2011833,Eighth,Home (left)
2011833,Ninth,Home (left)
2011833,Tenth,Home (left)
2011833,Eleventh,Home (left)
2011833,First,Away (right)
2011833,Second,Away (right)
2011833,Third,Away (right)
2011833,Fourth,Away (right)
2011833,Fifth,Away (right)
2011833,Sixth,Away (right)
2011833,Seventh,Away (right)
2011833,Eighth,Away (right)
2011833,Ninth,Away (right)
2011833,Tenth,Away (right)
2011833,Eleventh,Away (right)
2011834,First,Home (left)
2011834,Second,Home (left)
2011834,Third,Home (left)
2011834,Fourth,Home (left)
2011834,Fifth,Home (left)
2011834,Sixth,Home (left)
2011834,Seventh,Home (left)
2011834,Eighth,Home (left)
2011834,Ninth,Home (left)
2011834,Tenth,Home (left)
2011834,Eleventh,Home (left)
2011834,First,Away (right)
2011834,Second,Away (right)
2011834,Third,Away (right)
2011834,Fourth,Away (right)
2011834,Fifth,Away (right)
2011834,Sixth,Away (right)
2011834,Seventh,Away (right)
2011834,Eighth,Away (right)
2011834,Ninth,Away (right)
2011834,Tenth,Away (right)
2011834,Eleventh,Away (right)
2011835,First,Home (left)
2011835,Second,Home (left)
2011835,Third,Home (left)
2011835,Fourth,Home (left)
2011835,Fifth,Home (left)
2011835,Sixth,Home (left)
2011835,Seventh,Home (left)
2011835,Eighth,Home (left)
2011835,Ninth,Home (left)
2011835,Tenth,Home (left)
2011835,Eleventh,Home (left)
2011835,First,Away (right)
2011835,Second,Away (right)
2011835,Third,Away (right)
2011835,Fourth,Away (right)
2011835,Fifth,Away (right)
2011835,Sixth,Away (right)
2011835,Seventh,Away (right)
2011835,Eighth,Away (right)
2011835,Ninth,Away (right)
2011835,Tenth,Away (right)
2011835,Eleventh,Away (right)
2011836,First,Home (left)
2011836,Second,Home (left)
2011836,Third,Home (left)
2011836,Fourth,Home (left)
2011836,Fifth,Home (left)
2011836,Sixth,Home (left)
2011836,Seventh,Home (left)
2011836,Eighth,Home (left)
2011836,Ninth,Home (left)
2011836,Tenth,Home (left)
2011836,Eleventh,Home (left)
2011836,First,Away (right)
2011836,Second,Away (right)
2011836,Third,Away (right)
2011836,Fourth,Away (right)
2011836,Fifth,Away (right)
2011836,Sixth,Away (right)
2011836,Seventh,Away (right)
2011836,Eighth,Away (right)
2011836,Ninth,Away (right)
2011836,Tenth,Away (right)
2011836,Eleventh,Away (right)
2011837,First,Home (left)
2011837,Second,Home (left)
2011837,Third,Home (left)
2011837,Fourth,Home (left)
2011837,Fifth,Home (left)
2011837,Sixth,Home (left)
2011837,Seventh,Home (left)
2011837,Eighth,Home (left)
2011837,Ninth,Home (left)
2011837,Tenth,Home (left)
2011837,Eleventh,Home (left)
2011837,First,Away (right)
2011837,Second,Away (right)
2011837,Third,Away (right)
2011837,Fourth,Away (right)
2011837,Fifth,Away (right)
2011837,Sixth,Away (right)
2011837,Seventh,Away (right)
2011837,Eighth,Away (right)
2011837,Ninth,Away (right)
2011837,Tenth,Away (right)
2011837,Eleventh,Away (right)
2011838,First,Home (left)
2011838,Second,Home (left)
2011838,Third,Home (left)
2011838,Fourth,Home (left)
2011838,Fifth,Home (left)
2011838,Sixth,Home (left)
2011838,Seventh,Home (left)
2011838,Eighth,Home (left)
2011838,Ninth,Home (left)
2011838,Tenth,Home (left)
2011838,Eleventh,Home (left)
2011838,First,Away (right)
2011838,Second,Away (right)
2011838,Third,Away (right)
2011838,Fourth,Away (right)
2011838,Fifth,Away (right)
2011838,Sixth,Away (right)
2011838,Seventh,Away (right)
2011838,Eighth,Away (right)
2011838,Ninth,Away (right)
2011838,Tenth,Away (right)
2011838,Eleventh,Away (right)
2011839,First,Home (left)
2011839,Second,Home (left)
2011839,Third,Home (left)
2011839,Fourth,Home (left)
2011839,Fifth,Home (left)
2011839,Sixth,Home (left)
2011839,Seventh,Home (left)
2011839,Eighth,Home (left)
2011839,Ninth,Home (left)
2011839,Tenth,Home (left)
2011839,Eleventh,Home (left)
2011839,First,Away (right)
2011839,Second,Away (right)
2011839,Third,Away (right)
2011839,Fourth,Away (right)
2011839,Fifth,Away (right)
2011839,Sixth,Away (right)
2011839,Seventh,Away (right)
2011839,Eighth,Away (right)
2011839,Ninth,Away (right)
2011839,Tenth,Away (right)
2011839,Eleventh,Away (right)
2011840,First,Home (left)
2011840,Second,Home (left)
2011840,Third,Home (left)
2011840,Fourth,Home (left)
2011840,Fifth,Home (left)
2011840,Sixth,Home (left)
2011840,Seventh,Home (left)
2011840,Eighth,Home (left)
2011840,Ninth,Home (left)
2011840,Tenth,Home (left)
2011840,Eleventh,Home (left)
2011840,First,Away (right)
2011840,Second,Away (right)
2011840,Third,Away (right)
2011840,Fourth,Away (right)
2011840,Fifth,Away (right)
2011840,Sixth,Away (right)
2011840,Seventh,Away (right)
2011840,Eighth,Away (right)
2011840,Ninth,Away (right)
2011840,Tenth,Away (right)
2011840,Eleventh,Away (right)
2011841,First,Home (left)
2011841,Second,Home (left)
2011841,Third,Home (left)
2011841,Fourth,Home (left)
2011841,Fifth,Home (left)
2011841,Sixth,Home (left)
2011841,Seventh,Home (left)
2011841,Eighth,Home (left)
2011841,Ninth,Home (left)
2011841,Tenth,Home (left)
2011841,Eleventh,Home (left)
2011841,First,Away (right)
2011841,Second,Away (right)
2011841,Third,Away (right)
2011841,Fourth,Away (right)
2011841,Fifth,Away (right)
2011841,Sixth,Away (right)
2011841,Seventh,Away (right)
2011841,Eighth,Away (right)
2011841,Ninth,Away (right)
2011841,Tenth,Away (right)
2011841,Eleventh,Away (right)
2011842,First,Home (left)
2011842,Second,Home (left)
2011842,Third,Home (left)
2011842,Fourth,Home (left)
2011842,Fifth,Home (left)
2011842,Sixth,Home (left)
2011842,Seventh,Home (left)
2011842,Eighth,Home (left)
2011842,Ninth,Home (left)
2011842,Tenth,Home (left)
2011842,Eleventh,Home (left)
2011842,First,Away (right)
2011842,Second,Away (right)
2011842,Third,Away (right)
2011842,Fourth,Away (right)
2011842,Fifth,Away (right)
2011842,Sixth,Away (right)
2011842,Seventh,Away (right)
2011842,Eighth,Away (right)
2011842,Ninth,Away (right)
2011842,Tenth,Away (right)
2011842,Eleventh,Away (right)
2011843,First,Home (left)
2011843,Second,Home (left)
2011843,Third,Home (left)
2011843,Fourth,Home (left)
2011843,Fifth,Home (left)
2011843,Sixth,Home (left)
2011843,Seventh,Home (left)
2011843,Eighth,Home (left)
2011843,Ninth,Home (left)
2011843,Tenth,Home (left)
2011843,Eleventh,Home (left)
2011843,First,Away (right)
2011843,Second,Away (right)
2011843,Third,Away (right)
2011843,Fourth,Away (right)
2011843,Fifth,Away (right)
2011843,Sixth,Away (right)
2011843,Seventh,Away (right)
2011843,Eighth,Away (right)
2011843,Ninth,Away (right)
2011843,Tenth,Away (right)
2011843,Eleventh,Away (right)
2011844,First,Home (left)
2011844,Second,Home (left)
2011844,Third,Home (left)
2011844,Fourth,Home (left)
2011844,Fifth,Home (left)
2011844,Sixth,Home (left)
2011844,Seventh,Home (left)
2011844,Eighth,Home (left)
2011844,Ninth,Home (left)
2011844,Tenth,Home (left)
2011844,Eleventh,Home (left)
2011844,First,Away (right)
2011844,Second,Away (right)
2011844,Third,Away (right)
2011844,Fourth,Away (right)
2011844,Fifth,Away (right)
2011844,Sixth,Away (right)
2011844,Seventh,Away (right)
2011844,Eighth,Away (right)
2011844,Ninth,Away (right)
2011844,Tenth,Away (right)
2011844,Eleventh,Away (right)
2011845,First,Home (left)
2011845,Second,Home (left)
2011845,Third,Home (left)
2011845,Fourth,Home (left)
2011845,Fifth,Home (left)
2011845,Sixth,Home (left)
2011845,Seventh,Home (left)
2011845,Eighth,Home (left)
2011845,Ninth,Home (left)
2011845,Tenth,Home (left)
2011845,Eleventh,Home (left)
2011845,First,Away (right)
2011845,Second,Away (right)
2011845,Third,Away (right)
2011845,Fourth,Away (right)
2011845,Fifth,Away (right)
2011845,Sixth,Away (right)
2011845,Seventh,Away (right)
2011845,Eighth,Away (right)
2011845,Ninth,Away (right)
2011845,Tenth,Away (right)
2011845,Eleventh,Away (right)
2011846,First,Home (left)
2011846,Second,Home (left)
2011846,Third,Home (left)
2011846,Fourth,Home (left)
2011846,Fifth,Home (left)
2011846,Sixth,Home (left)
2011846,Seventh,Home (left)
2011846,Eighth,Home (left)
2011846,Ninth,Home (left)
2011846,Tenth,Home (left)
2011846,Eleventh,Home (left)
2011846,First,Away (right)
2011846,Second,Away (right)
2011846,Third,Away (right)
2011846,Fourth,Away (right)
2011846,Fifth,Away (right)
2011846,Sixth,Away (right)
2011846,Seventh,Away (right)
2011846,Eighth,Away (right)
2011846,Ninth,Away (right)
2011846,Tenth,Away (right)
2011846,Eleventh,Away (right)
2011847,First,Home (left)
2011847,Second,Home (left)
2011847,Third,Home (left)
2011847,Fourth,Home (left)
2011847,Fifth,Home (left)
2011847,Sixth,Home (left)
2011847,Seventh,Home (left)
2011847,Eighth,Home (left)
2011847,Ninth,Home (left)
2011847,Tenth,Home (left)
2011847,Eleventh,Home (left)
2011847,First,Away (right)
2011847,Second,Away (right)
2011847,Third,Away (right)
2011847,Fourth,Away (right)
2011847,Fifth,Away (right)
2011847,Sixth,Away (right)
2011847,Seventh,Away (right)
2011847,Eighth,Away (right)
2011847,Ninth,Away (right)
2011847,Tenth,Away (right)
2011847,Eleventh,Away (right)
2011848,First,Home (left)
2011848,Second,Home (left)
2011848,Third,Home (left)
2011848,Fourth,Home (left)
2011848,Fifth,Home (left)
2011848,Sixth,Home (left)
2011848,Seventh,Home (left)
2011848,Eighth,Home (left)
2011848,Ninth,Home (left)
2011848,Tenth,Home (left)
2011848,Eleventh,Home (left)
2011848,First,Away (right)
2011848,Second,Away (right)
2011848,Third,Away (right)
2011848,Fourth,Away (right)
2011848,Fifth,Away (right)
2011848,Sixth,Away (right)
2011848,Seventh,Away (right)
2011848,Eighth,Away (right)
2011848,Ninth,Away (right)
2011848,Tenth,Away (right)
2011848,Eleventh,Away (right)
2011849,First,Home (left)
2011849,Second,Home (left)
2011849,Third,Home (left)
